datestr,auth_state,mega_region,marketplace,sub_marketplace,psp_name,num_trips_authed
2018-09-18,UNAPPLIED,LatAm,personal_transport,Not_Avlbl,other,1241
2018-09-20,PENDING,LatAm,personal_transport,U4B-Unmanaged,paypal,2621
2018-09-20,VOIDED,US & Canada,Not_Avlbl,Not_Avlbl,paypal,1
2018-09-23,APPLIED,US & Canada,agora,Not_Avlbl,braintree,512475
2018-09-24,VOIDED,US & Canada,agora,Not_Avlbl,braintree,1031
2018-09-25,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,1
2018-09-26,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,21
2018-09-28,PENDING,US & Canada,Not_Avlbl,Not_Avlbl,paypal,1
2018-10-02,PENDING,APACX,agora,U4B-Unmanaged,paypal,66
2018-10-02,UNAPPLIED,US & Canada,personal_transport,U4B-Unmanaged,other,3852
2018-10-04,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,paypal,5043
2018-10-04,FAILED,US & Canada,personal_transport,Not_Avlbl,paypal,70
2018-10-05,VOIDED,US & Canada,personal_transport,U4B-Unmanaged,paypal,609
2018-10-08,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized-Missing,paytm,1
2018-10-12,DROPPED,US & Canada,agora,Not_Avlbl,other,12
2018-10-12,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,2214
2018-10-14,VOIDED,APACX,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-10-15,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-07-03,APPLIED,EMEA,personal_transport,U4B-Unmanaged,other,101
2018-07-04,FAILED,US & Canada,personal_transport,U4B-Unmanaged,braintree,3
2018-07-04,VOIDED,EMEA,personal_transport,U4B-Unmanaged,other,7
2018-07-06,UNAPPLIED,EMEA,personal_transport,U4B-Unmanaged,paypal,2129
2018-07-07,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,2310
2018-07-10,PENDING,APACX,personal_transport,U4F,braintree,1347
2018-07-11,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,493
2018-07-11,PENDING,India SA,personal_transport,U4F,braintree,242
2018-07-16,DROPPED,EMEA,agora,Not_Avlbl,paypal,7
2018-07-21,DROPPED,LatAm,personal_transport,U4F,braintree,44
2018-07-24,DROPPED,APACX,personal_transport,Not_Avlbl,braintree,92
2018-07-25,DROPPED,India SA,personal_transport,Not_Avlbl,braintree,24
2018-07-26,PENDING,LatAm,personal_transport,Not_Avlbl,other,1181
2018-07-29,DROPPED,EMEA,personal_transport,Not_Avlbl,braintree,863
2018-07-31,FAILED,APACX,personal_transport,U4F,braintree,20
2018-08-06,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,49
2018-08-07,DROPPED,US & Canada,agora,U4B-Unmanaged,braintree,1
2018-08-10,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,156
2018-08-21,APPLIED,LatAm,personal_transport,Not_Avlbl,paypal,40525
2018-08-22,VOIDED,LatAm,personal_transport,Not_Avlbl,paypal,10730
2018-08-26,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,6
2018-09-01,FAILED,EMEA,agora,U4B-Unmanaged,braintree,3
2018-09-01,VOIDED,EMEA,personal_transport,U4F,braintree,1156
2018-09-06,DROPPED,LatAm,personal_transport,U4F,braintree,37
2018-09-09,DROPPED,APACX,personal_transport,Not_Avlbl,braintree,54
2018-09-09,PENDING,EMEA,personal_transport,U4F,braintree,4590
2018-09-11,APPLIED,LatAm,personal_transport,Not_Avlbl,other,817
2018-09-12,VOIDED,LatAm,personal_transport,Not_Avlbl,other,273
2018-09-14,UNAPPLIED,LatAm,personal_transport,Not_Avlbl,paypal,64352
2018-09-16,FAILED,APACX,personal_transport,U4F,braintree,16
2018-09-24,PENDING,LatAm,agora,U4B-Unmanaged,braintree,994
2018-09-25,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,other,3
2018-09-29,APPLIED,US & Canada,agora,U4B-Managed-Centralized,braintree,5
2018-10-05,UNAPPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,13803
2018-10-07,APPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,380
2018-10-08,APPLIED,US & Canada,agora,U4B-Unmanaged,braintree,3856
2018-10-08,FAILED,US & Canada,agora,Not_Avlbl,braintree,1481
2018-10-09,VOIDED,US & Canada,agora,U4B-Unmanaged,braintree,14
2018-10-10,PENDING,India SA,personal_transport,U4B-Managed-Centralized,braintree,193
2018-10-14,PENDING,EMEA,personal_transport,U4B-Managed-Centralized,braintree,1
2018-07-04,PENDING,APACX,personal_transport,U4B-Managed-Decentralized,paypal,22
2018-07-07,DROPPED,US & Canada,personal_transport,Not_Avlbl,braintree,597
2018-07-08,PENDING,APACX,personal_transport,U4F,other,1
2018-07-10,VOIDED,EMEA,personal_transport,U4B-Managed-Decentralized,paypal,13
2018-07-14,FAILED,US & Canada,personal_transport,U4F,braintree,31
2018-07-16,UNAPPLIED,EMEA,personal_transport,U4F,paypal,4
2018-07-18,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,paypal,21
2018-07-30,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,148
2018-08-01,APPLIED,EMEA,personal_transport,U4B-Unmanaged,braintree,11978
2018-08-01,FAILED,EMEA,personal_transport,Not_Avlbl,braintree,51
2018-08-02,VOIDED,EMEA,personal_transport,U4B-Unmanaged,braintree,2552
2018-08-03,DROPPED,India SA,personal_transport,U4B-Managed-Centralized,paytm,12
2018-08-07,DROPPED,LatAm,personal_transport,U4B-Unmanaged,braintree,669
2018-08-08,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,other,1
2018-08-09,VOIDED,EMEA,personal_transport,U4F,paypal,1
2018-08-11,PENDING,LatAm,agora,Not_Avlbl,paypal,4413
2018-08-22,APPLIED,US & Canada,agora,Not_Avlbl,other,1438
2018-08-22,DROPPED,EMEA,personal_transport,U4B-Unmanaged,paypal,1
2018-08-23,VOIDED,US & Canada,agora,Not_Avlbl,other,1
2018-08-24,PENDING,LatAm,personal_transport,Not_Avlbl,braintree,2273355
2018-08-25,UNAPPLIED,US & Canada,agora,Not_Avlbl,paypal,44811
2018-08-31,UNAPPLIED,LatAm,Not_Avlbl,Not_Avlbl,braintree,74
2018-09-04,DROPPED,EMEA,agora,Not_Avlbl,braintree,140
2018-09-04,DROPPED,India SA,personal_transport,U4B-Unmanaged,paytm,106
2018-09-15,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,5244
2018-09-17,APPLIED,US & Canada,agora,Not_Avlbl,paypal,41792
2018-09-18,VOIDED,US & Canada,agora,Not_Avlbl,paypal,3106
2018-09-25,UNAPPLIED,LatAm,agora,U4B-Unmanaged,paypal,55
2018-09-28,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-09-29,APPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,2820
2018-10-01,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,paypal,4
2018-10-02,PENDING,EMEA,personal_transport,Not_Avlbl,paypal,73626
2018-10-08,FAILED,LatAm,personal_transport,Not_Avlbl,braintree,243
2018-10-09,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,16
2018-10-10,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,161
2018-10-10,VOIDED,APACX,personal_transport,U4B-Unmanaged,paypal,659
2018-10-13,UNAPPLIED,EMEA,agora,Not_Avlbl,braintree,214632
2018-10-13,UNAPPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,14306
2018-07-04,UNAPPLIED,APACX,personal_transport,U4F,braintree,1372
2018-07-05,REFUNDED,US & Canada,personal_transport,U4B-Unmanaged,other,1
2018-07-05,UNAPPLIED,India SA,personal_transport,U4F,braintree,240
2018-07-09,UNAPPLIED,EMEA,personal_transport,U4F,braintree,5301
2018-07-14,DROPPED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,2
2018-07-21,PENDING,US & Canada,personal_transport,Not_Avlbl,other,142794
2018-07-22,PENDING,LatAm,personal_transport,U4B-Unmanaged,paypal,1447
2018-07-25,APPLIED,US & Canada,agora,Not_Avlbl,braintree,348724
2018-07-26,VOIDED,US & Canada,agora,Not_Avlbl,braintree,441
2018-07-27,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,3
2018-07-28,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,15
2018-08-04,PENDING,LatAm,agora,Not_Avlbl,braintree,88063
2018-08-04,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,115
2018-08-06,PENDING,LatAm,personal_transport,U4B-Managed-Centralized,paypal,12
2018-08-10,DROPPED,APACX,personal_transport,U4B-Unmanaged,braintree,2
2018-08-11,DROPPED,India SA,personal_transport,U4B-Unmanaged,braintree,2
2018-08-12,PENDING,LatAm,personal_transport,U4B-Unmanaged,other,20
2018-08-14,DROPPED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,13
2018-08-15,DROPPED,EMEA,personal_transport,U4B-Unmanaged,braintree,54
2018-08-18,UNAPPLIED,US & Canada,agora,Not_Avlbl,braintree,433093
2018-08-25,APPLIED,LatAm,agora,U4B-Unmanaged,braintree,1088
2018-08-25,FAILED,LatAm,agora,Not_Avlbl,braintree,337
2018-08-26,VOIDED,LatAm,agora,U4B-Unmanaged,braintree,6
2018-08-28,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,paypal,3759
2018-08-29,VOIDED,US & Canada,personal_transport,U4B-Unmanaged,paypal,420
2018-08-30,UNAPPLIED,India SA,agora,U4B-Unmanaged,paytm,406
2018-09-01,DROPPED,US & Canada,personal_transport,U4F,braintree,17
2018-09-06,PENDING,US & Canada,personal_transport,Not_Avlbl,other,92485
2018-09-07,PENDING,LatAm,personal_transport,U4B-Unmanaged,paypal,2307
2018-09-18,UNAPPLIED,LatAm,agora,U4B-Unmanaged,braintree,860
2018-09-21,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,1388
2018-09-22,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,192
2018-09-23,VOIDED,India SA,agora,U4B-Unmanaged,paytm,1
2018-09-27,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,other,3886
2018-09-27,FAILED,US & Canada,personal_transport,Not_Avlbl,other,3
2018-09-28,FAILED,LatAm,personal_transport,U4B-Unmanaged,paypal,4
2018-09-28,VOIDED,US & Canada,personal_transport,U4B-Unmanaged,other,698
2018-09-30,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,42124
2018-10-01,DROPPED,LatAm,personal_transport,Not_Avlbl,braintree,2914
2018-10-03,APPLIED,EMEA,agora,U4B-Unmanaged,paypal,69
2018-10-03,FAILED,EMEA,agora,Not_Avlbl,paypal,130
2018-10-03,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,10894
2018-10-04,VOIDED,EMEA,agora,U4B-Unmanaged,paypal,2
2018-10-08,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,2107
2018-10-11,APPLIED,APACX,personal_transport,U4B-Unmanaged,braintree,3113
2018-10-11,FAILED,APACX,personal_transport,Not_Avlbl,braintree,6
2018-10-12,APPLIED,India SA,personal_transport,U4B-Unmanaged,braintree,1274
2018-10-12,FAILED,India SA,personal_transport,Not_Avlbl,braintree,1
2018-10-12,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,paypal,17
2018-10-13,VOIDED,India SA,personal_transport,U4B-Unmanaged,braintree,219
2018-07-01,APPLIED,EMEA,personal_transport,Not_Avlbl,paypal,18193
2018-07-02,VOIDED,EMEA,personal_transport,Not_Avlbl,paypal,48371
2018-07-07,DROPPED,LatAm,personal_transport,Not_Avlbl,paypal,59
2018-07-07,UNAPPLIED,US & Canada,personal_transport,U4F,paypal,13
2018-07-09,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,87
2018-07-10,DROPPED,US & Canada,agora,Not_Avlbl,braintree,82
2018-07-10,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,61
2018-07-10,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,14
2018-07-14,FAILED,LatAm,personal_transport,U4F,paypal,1
2018-07-15,UNAPPLIED,APACX,personal_transport,U4B-Unmanaged,other,9
2018-07-16,UNAPPLIED,India SA,personal_transport,U4B-Unmanaged,other,41
2018-07-17,FAILED,APACX,personal_transport,Not_Avlbl,paypal,38
2018-07-30,PENDING,India SA,personal_transport,U4B-Managed-Decentralized,braintree,50
2018-08-01,APPLIED,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,30
2018-08-02,APPLIED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,34
2018-08-02,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,114
2018-08-03,VOIDED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,11
2018-08-04,PENDING,EMEA,agora,U4B-Unmanaged,braintree,756
2018-08-07,APPLIED,APACX,personal_transport,U4B-Unmanaged,other,20
2018-08-08,APPLIED,India SA,personal_transport,U4B-Unmanaged,other,40
2018-08-08,FAILED,India SA,personal_transport,Not_Avlbl,other,1
2018-08-08,VOIDED,APACX,personal_transport,U4B-Unmanaged,other,3
2018-08-09,VOIDED,India SA,personal_transport,U4B-Unmanaged,other,1
2018-08-10,DROPPED,LatAm,agora,U4B-Unmanaged,braintree,1
2018-08-19,PENDING,APACX,personal_transport,U4F,braintree,1758
2018-08-20,APPLIED,India SA,personal_transport,U4F,braintree,198
2018-08-20,VOIDED,APACX,personal_transport,U4F,braintree,59
2018-08-21,VOIDED,India SA,personal_transport,U4F,braintree,47
2018-08-25,FAILED,EMEA,agora,U4B-Unmanaged,braintree,5
2018-09-08,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,258
2018-09-12,DROPPED,US & Canada,personal_transport,U4B-Unmanaged,other,4
2018-09-12,UNAPPLIED,APACX,personal_transport,U4F,braintree,1962
2018-09-13,UNAPPLIED,India SA,personal_transport,U4F,braintree,189
2018-09-14,PENDING,APACX,personal_transport,U4B-Managed-Decentralized,braintree,42
2018-09-15,PENDING,India SA,personal_transport,U4B-Managed-Decentralized,braintree,35
2018-09-19,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,640
2018-09-20,VOIDED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,87
2018-09-22,DROPPED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,6
2018-09-25,DROPPED,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-09-26,UNAPPLIED,EMEA,personal_transport,U4F,braintree,6854
2018-09-28,UNAPPLIED,LatAm,personal_transport,Not_Avlbl,other,1624
2018-10-01,DROPPED,EMEA,personal_transport,U4B-Unmanaged,braintree,77
2018-10-04,UNAPPLIED,US & Canada,agora,Not_Avlbl,braintree,399083
2018-10-04,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,other,4
2018-10-06,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,paypal,12
2018-10-11,APPLIED,LatAm,agora,U4B-Unmanaged,braintree,1093
2018-10-11,FAILED,LatAm,agora,Not_Avlbl,braintree,388
2018-10-12,VOIDED,LatAm,agora,U4B-Unmanaged,braintree,6
2018-07-02,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,182113
2018-07-03,APPLIED,LatAm,personal_transport,U4B-Unmanaged,other,90
2018-07-04,VOIDED,LatAm,personal_transport,U4B-Unmanaged,other,2
2018-07-05,PENDING,APACX,agora,Not_Avlbl,paypal,17191
2018-07-05,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,27790
2018-07-06,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,2164
2018-07-10,APPLIED,EMEA,agora,Not_Avlbl,paypal,9441
2018-07-11,VOIDED,EMEA,agora,Not_Avlbl,paypal,299
2018-07-16,DROPPED,LatAm,agora,Not_Avlbl,paypal,3
2018-07-18,PENDING,APACX,personal_transport,Not_Avlbl,braintree,65325
2018-07-19,PENDING,India SA,personal_transport,Not_Avlbl,braintree,18894
2018-07-20,VOIDED,India SA,personal_transport,Not_Avlbl,braintree,3893
2018-07-23,APPLIED,EMEA,personal_transport,Not_Avlbl,braintree,241641
2018-07-24,VOIDED,EMEA,personal_transport,Not_Avlbl,braintree,36477
2018-07-26,APPLIED,APACX,agora,U4B-Unmanaged,paypal,28
2018-07-26,FAILED,APACX,agora,Not_Avlbl,paypal,14
2018-07-26,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,6369
2018-07-29,DROPPED,LatAm,personal_transport,Not_Avlbl,braintree,3114
2018-07-31,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,8828
2018-08-01,APPLIED,US & Canada,agora,U4B-Unmanaged,braintree,3735
2018-08-01,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,33472
2018-08-02,VOIDED,US & Canada,agora,U4B-Unmanaged,braintree,651
2018-08-03,UNAPPLIED,EMEA,agora,Not_Avlbl,paypal,13607
2018-08-10,PENDING,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,820
2018-08-11,UNAPPLIED,APACX,personal_transport,Not_Avlbl,braintree,85229
2018-08-12,UNAPPLIED,India SA,personal_transport,Not_Avlbl,braintree,16146
2018-08-16,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,braintree,294190
2018-08-19,UNAPPLIED,APACX,agora,U4B-Unmanaged,paypal,69
2018-08-24,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,8805
2018-08-31,DROPPED,US & Canada,agora,U4B-Unmanaged,paypal,1
2018-09-01,FAILED,LatAm,agora,U4B-Unmanaged,braintree,4
2018-09-01,PENDING,APACX,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-09-03,APPLIED,APACX,personal_transport,Not_Avlbl,braintree,57225
2018-09-04,APPLIED,India SA,personal_transport,Not_Avlbl,braintree,14360
2018-09-04,VOIDED,APACX,personal_transport,Not_Avlbl,braintree,6278
2018-09-05,VOIDED,India SA,personal_transport,Not_Avlbl,braintree,2782
2018-09-06,PENDING,EMEA,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-09-09,PENDING,LatAm,personal_transport,U4F,braintree,19088
2018-09-09,VOIDED,EMEA,personal_transport,Not_Avlbl,braintree,47436
2018-09-13,FAILED,US & Canada,personal_transport,U4B-Unmanaged,paypal,1
2018-09-17,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1656
2018-09-21,DROPPED,US & Canada,agora,U4B-Unmanaged,other,2
2018-09-24,DROPPED,APACX,personal_transport,Not_Avlbl,paypal,4
2018-09-24,PENDING,EMEA,personal_transport,U4F,paypal,9
2018-09-28,DROPPED,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,1
2018-10-11,PENDING,US & Canada,agora,Not_Avlbl,paypal,41233
2018-10-14,PENDING,LatAm,personal_transport,U4B-Managed-Centralized,braintree,1
2018-07-14,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,1
2018-07-15,UNAPPLIED,LatAm,agora,U4B-Unmanaged,paypal,82
2018-07-18,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,6
2018-07-19,APPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,6147
2018-07-20,PENDING,India SA,personal_transport,Not_Avlbl,paytm,332011
2018-07-24,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized,paytm,28
2018-07-27,PENDING,APACX,agora,Not_Avlbl,braintree,128647
2018-07-28,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,45665
2018-07-29,APPLIED,US & Canada,personal_transport,Not_Avlbl,braintree,2820071
2018-07-29,PENDING,APACX,personal_transport,U4B-Managed-Centralized,paypal,5
2018-07-30,UNAPPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,435361
2018-07-30,VOIDED,APACX,personal_transport,U4B-Managed-Centralized,paypal,8
2018-08-06,APPLIED,US & Canada,agora,Not_Avlbl,other,581
2018-08-07,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,41
2018-08-07,FAILED,LatAm,agora,Not_Avlbl,paypal,5
2018-08-08,VOIDED,LatAm,agora,U4B-Unmanaged,paypal,2
2018-08-11,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-08-13,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,5912
2018-08-15,UNAPPLIED,LatAm,Not_Avlbl,Not_Avlbl,braintree,1
2018-08-20,UNAPPLIED,APACX,agora,Not_Avlbl,braintree,92412
2018-08-21,UNAPPLIED,India SA,agora,Not_Avlbl,braintree,3
2018-08-22,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,paypal,10
2018-08-23,PENDING,EMEA,personal_transport,Not_Avlbl,paypal,72502
2018-08-23,VOIDED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,433515
2018-08-30,APPLIED,APACX,personal_transport,U4B-Unmanaged,paypal,27
2018-08-31,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,7
2018-08-31,VOIDED,APACX,personal_transport,U4B-Unmanaged,paypal,874
2018-09-01,PENDING,US & Canada,agora,U4B-Unmanaged,paypal,275
2018-09-05,PENDING,India SA,personal_transport,Not_Avlbl,paytm,311931
2018-09-12,APPLIED,APACX,agora,Not_Avlbl,braintree,102717
2018-09-13,PENDING,EMEA,personal_transport,Not_Avlbl,other,3478
2018-09-13,VOIDED,APACX,agora,Not_Avlbl,braintree,357
2018-09-14,PENDING,US & Canada,personal_transport,U4B-Unmanaged,braintree,153748
2018-09-15,VOIDED,APACX,personal_transport,U4B-Managed-Centralized,paypal,1
2018-09-17,PENDING,APACX,Not_Avlbl,Not_Avlbl,paypal,1
2018-09-21,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,other,129
2018-09-22,FAILED,US & Canada,agora,U4B-Unmanaged,paypal,1
2018-09-22,VOIDED,US & Canada,personal_transport,U4F,paypal,23
2018-09-23,PENDING,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,11
2018-09-24,PENDING,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,9
2018-09-26,APPLIED,EMEA,agora,Not_Avlbl,braintree,165168
2018-09-26,APPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,19088
2018-09-26,FAILED,India SA,personal_transport,Not_Avlbl,paytm,7
2018-09-27,VOIDED,EMEA,agora,Not_Avlbl,braintree,1230
2018-09-27,VOIDED,India SA,personal_transport,U4B-Unmanaged,paytm,38
2018-09-29,PENDING,APACX,personal_transport,U4B-Unmanaged,other,26
2018-09-30,APPLIED,India SA,personal_transport,U4B-Unmanaged,other,23
2018-09-30,VOIDED,APACX,personal_transport,U4B-Unmanaged,other,5
2018-10-05,UNAPPLIED,EMEA,personal_transport,U4B-Unmanaged,other,158
2018-10-06,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,30
2018-10-07,DROPPED,India SA,agora,Not_Avlbl,paytm,924
2018-07-08,DROPPED,US & Canada,personal_transport,U4B-Unmanaged,other,3
2018-07-08,UNAPPLIED,APACX,personal_transport,U4F,braintree,1152
2018-07-10,APPLIED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,37
2018-07-11,APPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,49
2018-07-11,VOIDED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,2
2018-07-12,DROPPED,India SA,agora,U4B-Unmanaged,paytm,2
2018-07-12,FAILED,EMEA,personal_transport,U4B-Unmanaged,paypal,4
2018-07-12,VOIDED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,10
2018-07-15,APPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,151
2018-07-16,VOIDED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,49
2018-07-20,DROPPED,US & Canada,personal_transport,U4F,braintree,17
2018-08-03,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,46
2018-08-04,UNAPPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,33
2018-08-08,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,249
2018-08-11,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,6
2018-08-17,PENDING,LatAm,agora,Not_Avlbl,braintree,73977
2018-08-20,APPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,143229
2018-08-21,VOIDED,US & Canada,personal_transport,Not_Avlbl,paypal,12912
2018-08-22,PENDING,US & Canada,agora,U4B-Managed-Centralized,braintree,5
2018-08-23,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,317528
2018-08-24,DROPPED,India SA,personal_transport,U4B-Unmanaged,braintree,2
2018-08-25,PENDING,LatAm,personal_transport,U4B-Unmanaged,other,26
2018-08-27,DROPPED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,21
2018-08-28,DROPPED,EMEA,personal_transport,U4B-Unmanaged,braintree,95
2018-09-03,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,8
2018-09-10,APPLIED,US & Canada,personal_transport,Not_Avlbl,other,76951
2018-09-10,UNAPPLIED,LatAm,agora,Not_Avlbl,braintree,61395
2018-09-11,VOIDED,US & Canada,personal_transport,Not_Avlbl,other,10152
2018-09-13,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,169896
2018-09-14,PENDING,India SA,agora,Not_Avlbl,paytm,30271
2018-09-19,PENDING,US & Canada,personal_transport,Not_Avlbl,other,93076
2018-09-20,APPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,2008
2018-09-20,FAILED,LatAm,personal_transport,Not_Avlbl,paypal,64
2018-09-21,VOIDED,LatAm,personal_transport,U4B-Unmanaged,paypal,765
2018-09-22,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,114707
2018-10-02,APPLIED,APACX,agora,U4B-Unmanaged,paypal,67
2018-10-04,PENDING,India SA,personal_transport,Not_Avlbl,braintree,16723
2018-10-06,UNAPPLIED,India SA,agora,U4B-Unmanaged,paytm,941
2018-10-07,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,167391
2018-10-07,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,braintree,18
2018-10-08,PENDING,EMEA,personal_transport,Not_Avlbl,braintree,302545
2018-10-08,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized,braintree,273
2018-10-11,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,9038
2018-10-14,DROPPED,LatAm,personal_transport,Not_Avlbl,braintree,6369
2018-10-14,UNAPPLIED,US & Canada,personal_transport,U4F,braintree,1
2018-07-01,DROPPED,India SA,agora,U4B-Unmanaged,paytm,3
2018-07-01,VOIDED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,11
2018-07-06,UNAPPLIED,APACX,personal_transport,U4F,braintree,1598
2018-07-07,UNAPPLIED,India SA,personal_transport,U4F,braintree,280
2018-07-16,DROPPED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,4
2018-07-23,PENDING,US & Canada,personal_transport,Not_Avlbl,other,89922
2018-07-24,PENDING,LatAm,personal_transport,U4B-Unmanaged,paypal,2125
2018-07-27,APPLIED,US & Canada,agora,Not_Avlbl,braintree,396345
2018-07-28,VOIDED,US & Canada,agora,Not_Avlbl,braintree,614
