datestr,auth_state,mega_region,marketplace,sub_marketplace,psp_name,num_trips_authed
2018-10-07,APPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,10692
2018-10-07,FAILED,India SA,personal_transport,Not_Avlbl,paytm,18
2018-10-09,PENDING,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,664
2018-10-10,VOIDED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,52
2018-10-15,DROPPED,LatAm,personal_transport,U4B-Managed-Centralized-Missing,braintree,1
2018-07-01,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,other,2
2018-07-03,APPLIED,US & Canada,agora,U4B-Unmanaged,paypal,169
2018-07-03,FAILED,US & Canada,agora,Not_Avlbl,paypal,61
2018-07-04,VOIDED,US & Canada,agora,U4B-Unmanaged,paypal,1
2018-07-07,APPLIED,India SA,personal_transport,Not_Avlbl,paytm,276912
2018-07-08,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,2468
2018-07-08,VOIDED,India SA,personal_transport,Not_Avlbl,paytm,812
2018-07-10,APPLIED,APACX,personal_transport,Not_Avlbl,other,735
2018-07-10,UNAPPLIED,LatAm,personal_transport,U4F,paypal,3
2018-07-11,APPLIED,India SA,personal_transport,Not_Avlbl,other,557
2018-07-11,VOIDED,APACX,personal_transport,Not_Avlbl,other,98
2018-07-12,PENDING,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,11
2018-07-12,VOIDED,India SA,personal_transport,Not_Avlbl,other,10
2018-07-15,APPLIED,EMEA,personal_transport,Not_Avlbl,other,3166
2018-07-16,APPLIED,US & Canada,personal_transport,U4B-Unmanaged,braintree,100827
2018-07-16,FAILED,US & Canada,personal_transport,Not_Avlbl,braintree,121
2018-07-16,VOIDED,EMEA,personal_transport,Not_Avlbl,other,329
2018-07-17,VOIDED,US & Canada,personal_transport,U4B-Unmanaged,braintree,14357
2018-07-18,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,paypal,67549
2018-07-23,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,83
2018-07-23,PENDING,APACX,agora,U4B-Unmanaged,braintree,418
2018-07-24,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,23
2018-07-25,APPLIED,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,15
2018-07-26,APPLIED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,41
2018-07-26,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,121
2018-07-26,VOIDED,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,1
2018-07-27,VOIDED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,12
2018-07-28,PENDING,EMEA,agora,U4B-Unmanaged,braintree,806
2018-08-03,UNAPPLIED,APACX,personal_transport,Not_Avlbl,other,1299
2018-08-03,VOIDED,LatAm,personal_transport,U4F,paypal,9
2018-08-04,UNAPPLIED,India SA,personal_transport,Not_Avlbl,other,519
2018-08-05,APPLIED,APACX,personal_transport,Not_Avlbl,paypal,659
2018-08-05,DROPPED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-08-06,VOIDED,APACX,personal_transport,Not_Avlbl,paypal,23303
2018-08-08,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,other,2967
2018-08-09,UNAPPLIED,US & Canada,personal_transport,U4B-Unmanaged,braintree,135887
2018-08-16,FAILED,LatAm,personal_transport,U4B-Unmanaged,braintree,5
2018-08-16,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,134
2018-08-18,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,58
2018-08-18,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,12
2018-08-19,UNAPPLIED,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,2
2018-08-19,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,14
2018-08-21,UNAPPLIED,EMEA,agora,U4B-Unmanaged,braintree,694
2018-08-30,DROPPED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,7
2018-09-08,PENDING,APACX,agora,U4B-Unmanaged,braintree,627
2018-09-09,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,15
2018-09-10,DROPPED,US & Canada,personal_transport,Not_Avlbl,paypal,209
2018-09-13,APPLIED,EMEA,agora,U4B-Unmanaged,braintree,1051
2018-09-14,VOIDED,EMEA,agora,U4B-Unmanaged,braintree,9
2018-09-19,DROPPED,LatAm,agora,U4B-Unmanaged,braintree,2
2018-09-22,FAILED,India SA,personal_transport,U4B-Unmanaged,paytm,1
2018-09-28,APPLIED,APACX,personal_transport,U4F,braintree,2342
2018-09-29,FAILED,APACX,agora,U4B-Unmanaged,braintree,10
2018-09-29,VOIDED,APACX,personal_transport,U4F,braintree,165
2018-10-06,APPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,160
2018-10-07,VOIDED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,40
2018-10-09,DROPPED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,3
2018-10-10,UNAPPLIED,US & Canada,personal_transport,Not_Avlbl,paypal,160091
2018-10-11,DROPPED,US & Canada,personal_transport,U4F,braintree,10
2018-07-13,PENDING,LatAm,personal_transport,U4B-Unmanaged,braintree,60812
2018-07-14,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,paypal,221
2018-07-18,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,7168
2018-07-18,UNAPPLIED,India SA,personal_transport,Not_Avlbl,paytm,318350
2018-07-19,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,1033
2018-07-20,FAILED,US & Canada,agora,Not_Avlbl,other,4
2018-07-21,UNAPPLIED,APACX,personal_transport,Not_Avlbl,other,1381
2018-07-21,VOIDED,LatAm,personal_transport,U4F,paypal,9
2018-07-22,UNAPPLIED,India SA,personal_transport,Not_Avlbl,other,385
2018-07-23,APPLIED,APACX,personal_transport,Not_Avlbl,paypal,637
2018-07-23,DROPPED,EMEA,personal_transport,U4B-Managed-Decentralized,braintree,2
2018-07-24,VOIDED,APACX,personal_transport,Not_Avlbl,paypal,27265
2018-07-28,APPLIED,EMEA,personal_transport,Not_Avlbl,paypal,20280
2018-07-29,VOIDED,EMEA,personal_transport,Not_Avlbl,paypal,73331
2018-08-06,APPLIED,US & Canada,agora,U4B-Unmanaged,paypal,220
2018-08-07,PENDING,US & Canada,personal_transport,Not_Avlbl,braintree,2153980
2018-08-07,VOIDED,US & Canada,agora,U4B-Unmanaged,paypal,8
2018-08-12,PENDING,EMEA,personal_transport,U4B-Managed-Centralized,paypal,1
2018-08-13,APPLIED,APACX,personal_transport,Not_Avlbl,other,691
2018-08-13,UNAPPLIED,LatAm,personal_transport,U4F,paypal,4
2018-08-13,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,other,7
2018-08-14,APPLIED,India SA,personal_transport,Not_Avlbl,other,507
2018-08-14,VOIDED,APACX,personal_transport,Not_Avlbl,other,81
2018-08-15,PENDING,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,16
2018-08-15,VOIDED,India SA,personal_transport,Not_Avlbl,other,5
2018-08-16,UNAPPLIED,APACX,personal_transport,Not_Avlbl,paypal,34222
2018-08-18,FAILED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,1
2018-08-26,PENDING,APACX,agora,U4B-Unmanaged,braintree,571
2018-08-27,APPLIED,EMEA,personal_transport,Not_Avlbl,other,2668
2018-08-28,FAILED,US & Canada,personal_transport,Not_Avlbl,braintree,115
2018-08-29,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,85
2018-09-05,APPLIED,US & Canada,agora,U4B-Unmanaged,other,12
2018-09-05,FAILED,US & Canada,agora,Not_Avlbl,other,12
2018-09-06,UNAPPLIED,APACX,personal_transport,Not_Avlbl,other,929
2018-09-07,UNAPPLIED,India SA,personal_transport,Not_Avlbl,other,578
2018-09-07,VOIDED,US & Canada,Not_Avlbl,Not_Avlbl,braintree,1
2018-09-08,APPLIED,APACX,personal_transport,Not_Avlbl,paypal,848
2018-09-09,VOIDED,APACX,personal_transport,Not_Avlbl,paypal,30818
2018-09-22,PENDING,EMEA,personal_transport,U4B-Unmanaged,paypal,2464
2018-09-28,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,other,183
2018-10-09,APPLIED,APACX,personal_transport,U4F,braintree,2354
2018-10-13,UNAPPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,37
2018-07-01,UNAPPLIED,EMEA,agora,Not_Avlbl,paypal,16879
2018-07-10,UNAPPLIED,India SA,personal_transport,Not_Avlbl,braintree,17007
2018-07-14,UNAPPLIED,EMEA,personal_transport,Not_Avlbl,braintree,422800
2018-07-19,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,28598
2018-07-22,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,4563
2018-08-01,APPLIED,APACX,personal_transport,Not_Avlbl,braintree,63385
2018-08-02,APPLIED,India SA,personal_transport,Not_Avlbl,braintree,14398
2018-08-02,VOIDED,APACX,personal_transport,Not_Avlbl,braintree,7114
2018-08-03,VOIDED,India SA,personal_transport,Not_Avlbl,braintree,3874
2018-08-06,APPLIED,EMEA,personal_transport,Not_Avlbl,braintree,232950
2018-08-07,VOIDED,EMEA,personal_transport,Not_Avlbl,braintree,35764
2018-08-09,APPLIED,APACX,agora,U4B-Unmanaged,paypal,48
2018-08-09,FAILED,APACX,agora,Not_Avlbl,paypal,16
2018-08-09,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,other,6484
2018-08-14,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,9132
2018-08-15,VOIDED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1643
2018-08-22,DROPPED,APACX,personal_transport,Not_Avlbl,paypal,58
2018-08-22,PENDING,EMEA,personal_transport,U4F,paypal,4
2018-08-29,APPLIED,APACX,personal_transport,U4B-Managed-Decentralized,other,3
2018-09-07,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,1171
2018-09-12,DROPPED,APACX,personal_transport,Not_Avlbl,other,3
2018-09-18,DROPPED,India SA,personal_transport,Not_Avlbl,paytm,1982
2018-09-26,DROPPED,EMEA,personal_transport,Not_Avlbl,other,4
2018-09-27,DROPPED,US & Canada,personal_transport,U4B-Unmanaged,braintree,138
2018-10-13,PENDING,LatAm,personal_transport,U4B-Unmanaged,braintree,52494
2018-07-07,VOIDED,EMEA,personal_transport,U4F,paypal,18
2018-07-20,APPLIED,US & Canada,agora,Not_Avlbl,other,6
2018-07-20,DROPPED,EMEA,personal_transport,U4B-Unmanaged,paypal,3
2018-07-21,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,2
2018-07-22,PENDING,LatAm,personal_transport,Not_Avlbl,braintree,1771219
2018-07-22,VOIDED,LatAm,agora,U4B-Unmanaged,paypal,19
2018-07-23,UNAPPLIED,US & Canada,agora,Not_Avlbl,paypal,33739
2018-07-26,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,8879
2018-07-31,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,4
2018-08-02,DROPPED,EMEA,agora,Not_Avlbl,braintree,253
2018-08-02,DROPPED,India SA,personal_transport,U4B-Unmanaged,paytm,94
2018-08-08,FAILED,APACX,personal_transport,U4B-Managed-Decentralized,paypal,1
2018-08-13,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,761
2018-08-15,APPLIED,US & Canada,agora,Not_Avlbl,paypal,33252
2018-08-16,VOIDED,US & Canada,agora,Not_Avlbl,paypal,667
2018-08-18,APPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,2342
2018-08-19,VOIDED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,453
2018-08-26,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,3
2018-08-28,APPLIED,US & Canada,personal_transport,Not_Avlbl,braintree,2057904
2018-08-29,VOIDED,US & Canada,personal_transport,Not_Avlbl,braintree,141585
2018-08-31,PENDING,APACX,Not_Avlbl,Not_Avlbl,paypal,10
2018-09-05,APPLIED,US & Canada,agora,Not_Avlbl,other,2017
2018-09-05,DROPPED,EMEA,personal_transport,U4B-Unmanaged,paypal,2
2018-09-06,VOIDED,US & Canada,agora,Not_Avlbl,other,7
2018-09-07,PENDING,LatAm,personal_transport,Not_Avlbl,braintree,1975537
2018-09-08,UNAPPLIED,US & Canada,agora,Not_Avlbl,paypal,53251
2018-09-12,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,8761
2018-09-15,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,79
2018-09-15,FAILED,LatAm,agora,Not_Avlbl,paypal,18
2018-09-16,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,4
2018-09-21,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,paypal,8
2018-09-22,PENDING,EMEA,personal_transport,Not_Avlbl,paypal,144189
2018-09-24,APPLIED,India SA,personal_transport,U4B-Managed-Centralized,paytm,2
2018-09-25,VOIDED,India SA,personal_transport,U4B-Managed-Centralized,paytm,12
2018-09-27,PENDING,India SA,Not_Avlbl,Not_Avlbl,paytm,1
2018-09-28,APPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,61133
2018-09-28,FAILED,LatAm,personal_transport,Not_Avlbl,braintree,531
2018-09-29,VOIDED,LatAm,personal_transport,U4B-Unmanaged,braintree,12452
2018-09-30,APPLIED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,6922
2018-09-30,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,paypal,95
2018-10-01,PENDING,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,36
2018-10-03,APPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,18881
2018-10-03,FAILED,India SA,personal_transport,Not_Avlbl,paytm,12
2018-10-04,VOIDED,India SA,personal_transport,U4B-Unmanaged,paytm,10
2018-10-05,PENDING,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,569
2018-10-06,PENDING,APACX,personal_transport,U4B-Unmanaged,other,49
2018-10-07,PENDING,India SA,personal_transport,U4B-Unmanaged,other,29
2018-10-11,APPLIED,EMEA,personal_transport,U4B-Unmanaged,other,125
2018-10-12,FAILED,US & Canada,personal_transport,U4B-Unmanaged,braintree,8
2018-10-12,VOIDED,EMEA,personal_transport,U4B-Unmanaged,other,20
2018-10-15,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,paytm,4482
2018-07-01,PENDING,India SA,personal_transport,U4B-Managed-Centralized,braintree,81
2018-07-05,PENDING,EMEA,personal_transport,U4B-Managed-Centralized,braintree,2605
2018-07-06,UNAPPLIED,LatAm,personal_transport,U4F,braintree,25794
2018-07-08,PENDING,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,242
2018-07-09,UNAPPLIED,APACX,personal_transport,Not_Avlbl,braintree,59835
2018-07-21,DROPPED,US & Canada,personal_transport,Not_Avlbl,braintree,918
2018-07-23,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,paypal,23
2018-07-28,DROPPED,India SA,personal_transport,Not_Avlbl,other,9
2018-07-30,UNAPPLIED,EMEA,personal_transport,U4F,paypal,8
2018-08-01,PENDING,APACX,personal_transport,U4B-Unmanaged,braintree,2477
2018-08-01,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,braintree,829
2018-08-02,PENDING,India SA,personal_transport,U4B-Unmanaged,braintree,1269
2018-08-05,PENDING,India SA,personal_transport,U4B-Managed-Decentralized,paytm,1038
2018-08-05,VOIDED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,paypal,2
2018-08-12,DROPPED,LatAm,personal_transport,U4B-Unmanaged,braintree,125
2018-08-15,PENDING,EMEA,personal_transport,U4B-Unmanaged,braintree,9863
2018-08-22,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,other,1
2018-08-23,VOIDED,EMEA,personal_transport,U4F,paypal,4
2018-09-01,UNAPPLIED,APACX,personal_transport,U4F,paypal,19
2018-09-03,PENDING,APACX,personal_transport,U4B-Managed-Decentralized,paypal,2
2018-09-05,FAILED,India SA,agora,U4B-Unmanaged,paytm,56
2018-09-06,DROPPED,US & Canada,personal_transport,Not_Avlbl,braintree,358
2018-09-13,FAILED,US & Canada,personal_transport,U4F,braintree,41
2018-09-15,UNAPPLIED,EMEA,personal_transport,U4F,paypal,23
2018-09-25,DROPPED,APACX,agora,U4B-Unmanaged,braintree,2
2018-10-01,VOIDED,LatAm,agora,U4B-Unmanaged,paypal,5
2018-10-05,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,7096
2018-10-10,VOIDED,India SA,personal_transport,U4B-Managed-Centralized,paytm,9
2018-10-13,APPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,43387
2018-10-13,FAILED,LatAm,personal_transport,Not_Avlbl,braintree,299
2018-10-14,VOIDED,LatAm,personal_transport,U4B-Unmanaged,braintree,54
2018-10-15,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,3024637
2018-07-01,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,paypal,11
2018-07-04,DROPPED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,920
2018-07-06,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Decentralized,paypal,27
2018-07-12,DROPPED,APACX,personal_transport,U4B-Unmanaged,paypal,1
2018-07-20,VOIDED,LatAm,personal_transport,Not_Avlbl,braintree,251629
2018-07-26,APPLIED,US & Canada,agora,Not_Avlbl,other,97
2018-07-27,APPLIED,LatAm,agora,U4B-Unmanaged,paypal,56
2018-07-27,VOIDED,US & Canada,agora,Not_Avlbl,other,1
2018-07-28,PENDING,LatAm,personal_transport,Not_Avlbl,braintree,2177331
2018-07-28,VOIDED,LatAm,agora,U4B-Unmanaged,paypal,1
2018-07-29,UNAPPLIED,US & Canada,agora,Not_Avlbl,paypal,42167
2018-07-31,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,3
2018-08-08,DROPPED,EMEA,agora,Not_Avlbl,braintree,149
2018-08-08,DROPPED,India SA,personal_transport,U4B-Unmanaged,paytm,67
2018-08-10,DROPPED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,1
2018-08-12,DROPPED,India SA,personal_transport,U4B-Unmanaged,other,1
2018-08-19,UNAPPLIED,US & Canada,agora,Not_Avlbl,other,1303
2018-08-21,PENDING,US & Canada,agora,U4B-Unmanaged,paypal,233
2018-08-24,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,1
2018-08-25,PENDING,India SA,personal_transport,Not_Avlbl,paytm,265302
2018-08-30,UNAPPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,1
2018-09-13,APPLIED,LatAm,personal_transport,Not_Avlbl,braintree,1798791
2018-09-18,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized,braintree,7507
2018-09-20,PENDING,LatAm,personal_transport,U4F,paypal,4
2018-09-21,PENDING,US & Canada,Not_Avlbl,Not_Avlbl,braintree,1
2018-09-23,PENDING,APACX,personal_transport,Not_Avlbl,paypal,36136
2018-09-23,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,other,1
2018-09-27,UNAPPLIED,APACX,personal_transport,U4B-Managed-Centralized,paypal,23
2018-09-28,PENDING,EMEA,personal_transport,Not_Avlbl,paypal,121614
2018-09-30,UNAPPLIED,APACX,Not_Avlbl,Not_Avlbl,paypal,5
2018-10-02,DROPPED,LatAm,personal_transport,Not_Avlbl,other,2
2018-10-02,UNAPPLIED,US & Canada,personal_transport,U4F,other,1
2018-10-03,APPLIED,APACX,personal_transport,U4B-Unmanaged,other,23
2018-10-04,PENDING,US & Canada,personal_transport,U4B-Managed-Decentralized,other,141
2018-10-04,VOIDED,APACX,personal_transport,U4B-Unmanaged,other,3
2018-10-05,FAILED,US & Canada,agora,U4B-Unmanaged,paypal,2
2018-10-05,VOIDED,US & Canada,personal_transport,U4F,paypal,22
2018-10-06,PENDING,APACX,personal_transport,U4B-Managed-Centralized-Missing,braintree,5
2018-10-06,UNAPPLIED,APACX,personal_transport,U4B-Unmanaged,paypal,885
2018-10-07,PENDING,India SA,personal_transport,U4B-Managed-Centralized-Missing,braintree,5
2018-10-09,APPLIED,India SA,personal_transport,U4B-Unmanaged,paytm,19513
2018-10-09,FAILED,India SA,personal_transport,Not_Avlbl,paytm,14
2018-10-11,APPLIED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,399
2018-10-12,VOIDED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,braintree,157
2018-07-01,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,braintree,1832
2018-07-05,PENDING,India SA,personal_transport,U4B-Managed-Centralized,paytm,16
2018-07-09,PENDING,LatAm,personal_transport,U4B-Unmanaged,braintree,42973
2018-07-10,VOIDED,LatAm,personal_transport,U4B-Unmanaged,braintree,8567
2018-07-11,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,735150
2018-07-15,DROPPED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,1
2018-07-17,UNAPPLIED,APACX,personal_transport,Not_Avlbl,other,682
2018-07-17,VOIDED,LatAm,personal_transport,U4F,paypal,5
2018-07-18,UNAPPLIED,India SA,personal_transport,Not_Avlbl,other,583
2018-07-19,APPLIED,APACX,personal_transport,Not_Avlbl,paypal,698
2018-07-30,UNAPPLIED,APACX,agora,U4B-Unmanaged,braintree,452
2018-08-01,PENDING,APACX,agora,Not_Avlbl,braintree,96587
2018-08-02,PENDING,India SA,agora,Not_Avlbl,braintree,3
2018-08-02,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,59018
2018-08-03,PENDING,APACX,personal_transport,U4B-Managed-Centralized,paypal,6
2018-08-03,UNAPPLIED,US & Canada,agora,U4B-Managed-Centralized-Missing,braintree,2
2018-08-09,APPLIED,APACX,personal_transport,Not_Avlbl,other,726
2018-08-09,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,other,4
2018-08-10,PENDING,US & Canada,personal_transport,U4F,paypal,18
2018-08-11,APPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,6
2018-08-12,VOIDED,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,4
2018-08-15,PENDING,EMEA,agora,Not_Avlbl,braintree,123474
2018-08-15,PENDING,India SA,personal_transport,U4B-Unmanaged,paytm,8724
2018-08-22,APPLIED,APACX,agora,U4B-Unmanaged,braintree,545
2018-08-22,FAILED,APACX,agora,Not_Avlbl,braintree,1599
2018-08-23,PENDING,EMEA,personal_transport,U4B-Unmanaged,other,35
2018-08-23,VOIDED,APACX,agora,U4B-Unmanaged,braintree,3
2018-08-24,DROPPED,US & Canada,personal_transport,Not_Avlbl,paypal,119
2018-09-01,UNAPPLIED,EMEA,personal_transport,U4B-Managed-Centralized,paypal,3
2018-09-04,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Decentralized,paypal,2
2018-09-14,DROPPED,US & Canada,personal_transport,Not_Avlbl,other,155
2018-09-15,UNAPPLIED,APACX,agora,U4B-Unmanaged,braintree,594
2018-09-18,PENDING,EMEA,personal_transport,U4B-Unmanaged,paypal,2263
2018-09-24,DROPPED,LatAm,personal_transport,U4B-Unmanaged,paypal,2
2018-09-26,FAILED,Not_Avlbl,Not_Avlbl,Not_Avlbl,braintree,419331
2018-09-29,UNAPPLIED,EMEA,agora,U4B-Unmanaged,braintree,1083
2018-10-08,UNAPPLIED,APACX,personal_transport,U4B-Managed-Decentralized,braintree,42
2018-10-09,UNAPPLIED,India SA,personal_transport,U4B-Managed-Decentralized,braintree,45
2018-10-12,DROPPED,EMEA,personal_transport,Not_Avlbl,braintree,1189
2018-10-13,APPLIED,LatAm,agora,Not_Avlbl,braintree,109800
2018-10-14,VOIDED,LatAm,agora,Not_Avlbl,braintree,31
2018-07-01,VOIDED,EMEA,personal_transport,U4B-Managed-Centralized-Missing,paypal,2
2018-07-03,APPLIED,LatAm,personal_transport,U4F,braintree,20334
2018-07-04,VOIDED,LatAm,personal_transport,U4F,braintree,4150
2018-07-07,FAILED,US & Canada,personal_transport,U4B-Unmanaged,paypal,1
2018-07-10,PENDING,India SA,personal_transport,U4B-Managed-Decentralized,paytm,2009
2018-07-11,PENDING,EMEA,personal_transport,U4B-Unmanaged,braintree,17358
2018-07-13,PENDING,APACX,personal_transport,U4F,paypal,8
2018-07-19,APPLIED,US & Canada,personal_transport,U4B-Managed-Decentralized,braintree,11217
2018-07-27,DROPPED,APACX,personal_transport,Not_Avlbl,paypal,23
2018-07-31,FAILED,India SA,personal_transport,U4B-Managed-Decentralized,paytm,1
2018-08-01,FAILED,India SA,agora,U4B-Unmanaged,paytm,1
2018-08-02,DROPPED,US & Canada,personal_transport,Not_Avlbl,braintree,2366
2018-08-11,UNAPPLIED,EMEA,personal_transport,U4F,paypal,8
2018-08-13,PENDING,EMEA,personal_transport,U4B-Managed-Decentralized,paypal,12
2018-08-16,FAILED,EMEA,personal_transport,U4B-Managed-Centralized,braintree,1
2018-08-18,DROPPED,India SA,personal_transport,Not_Avlbl,other,11
2018-09-02,DROPPED,LatAm,personal_transport,U4B-Unmanaged,braintree,79
2018-09-04,VOIDED,EMEA,personal_transport,U4F,paypal,6
2018-09-26,PENDING,US & Canada,agora,Not_Avlbl,other,8767
2018-09-27,PENDING,LatAm,agora,U4B-Unmanaged,paypal,86
2018-10-01,PENDING,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,paypal,5
2018-10-03,APPLIED,US & Canada,personal_transport,Not_Avlbl,braintree,2158067
2018-10-04,VOIDED,US & Canada,personal_transport,Not_Avlbl,braintree,148643
2018-10-09,UNAPPLIED,US & Canada,agora,U4B-Unmanaged,other,38
2018-10-10,PENDING,APACX,agora,Not_Avlbl,braintree,110695
2018-10-11,PENDING,India SA,agora,Not_Avlbl,braintree,420
2018-10-11,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,braintree,73750
2018-10-12,PENDING,APACX,personal_transport,U4B-Managed-Centralized,paypal,8
2018-10-15,PENDING,EMEA,agora,Not_Avlbl,braintree,86
2018-07-04,UNAPPLIED,LatAm,agora,Not_Avlbl,braintree,49789
2018-07-06,UNAPPLIED,LatAm,personal_transport,U4B-Managed-Centralized,paypal,11
2018-07-08,DROPPED,US & Canada,personal_transport,U4F,braintree,3
2018-07-11,PENDING,APACX,agora,Not_Avlbl,other,2
2018-07-12,UNAPPLIED,LatAm,personal_transport,U4B-Unmanaged,other,15
2018-07-13,APPLIED,US & Canada,personal_transport,Not_Avlbl,other,92244
2018-07-14,APPLIED,LatAm,personal_transport,U4B-Unmanaged,paypal,1547
2018-07-14,FAILED,LatAm,personal_transport,Not_Avlbl,paypal,86
2018-07-14,VOIDED,US & Canada,personal_transport,Not_Avlbl,other,25598
2018-07-15,VOIDED,LatAm,personal_transport,U4B-Unmanaged,paypal,322
2018-07-16,PENDING,Not_Avlbl,Not_Avlbl,Not_Avlbl,paypal,64388
2018-07-17,PENDING,India SA,agora,Not_Avlbl,paytm,23193
2018-07-26,PENDING,US & Canada,agora,U4B-Unmanaged,braintree,3689
2018-07-28,APPLIED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,435
2018-07-29,VOIDED,US & Canada,personal_transport,U4B-Managed-Centralized-Missing,braintree,635
2018-08-01,APPLIED,US & Canada,agora,U4B-Managed-Centralized,braintree,3
